statename,activity_level,activity_level_label,weekend,season,weeknumber,Latitude,Longitude
Pennsylvania,1,Minimal,Aug-22-2015,2014-15,33,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-15-2015,2014-15,32,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-08-2015,2014-15,31,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-01-2015,2014-15,30,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-25-2015,2014-15,29,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-18-2015,2014-15,28,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-11-2015,2014-15,27,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-04-2015,2014-15,26,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-27-2015,2014-15,25,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-20-2015,2014-15,24,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-13-2015,2014-15,23,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-06-2015,2014-15,22,40.590752,-77.209755
Pennsylvania,1,Minimal,May-30-2015,2014-15,21,40.590752,-77.209755
Pennsylvania,1,Minimal,May-23-2015,2014-15,20,40.590752,-77.209755
Pennsylvania,1,Minimal,May-16-2015,2014-15,19,40.590752,-77.209755
Pennsylvania,1,Minimal,May-09-2015,2014-15,18,40.590752,-77.209755
Pennsylvania,1,Minimal,May-02-2015,2014-15,17,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-25-2015,2014-15,16,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-18-2015,2014-15,15,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-11-2015,2014-15,14,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-14-2015,2014-15,10,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-22-2014,2014-15,47,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-15-2014,2014-15,46,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-08-2014,2014-15,45,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-01-2014,2014-15,44,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-18-2014,2014-15,42,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-25-2014,2014-15,43,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-11-2014,2014-15,41,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-27-2014,2013-14,39,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-04-2014,2014-15,40,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-20-2014,2013-14,38,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-13-2014,2013-14,37,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-06-2014,2013-14,36,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-30-2014,2013-14,35,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-23-2014,2013-14,34,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-16-2014,2013-14,33,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-09-2014,2013-14,32,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-02-2014,2013-14,31,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-26-2014,2013-14,30,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-19-2014,2013-14,29,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-12-2014,2013-14,28,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-05-2014,2013-14,27,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-28-2014,2013-14,26,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-21-2014,2013-14,25,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-14-2014,2013-14,24,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-07-2014,2013-14,23,40.590752,-77.209755
Pennsylvania,1,Minimal,May-31-2014,2013-14,22,40.590752,-77.209755
Pennsylvania,1,Minimal,May-24-2014,2013-14,21,40.590752,-77.209755
Pennsylvania,1,Minimal,May-17-2014,2013-14,20,40.590752,-77.209755
Pennsylvania,1,Minimal,May-10-2014,2013-14,19,40.590752,-77.209755
Pennsylvania,1,Minimal,May-03-2014,2013-14,18,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-26-2014,2013-14,17,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-19-2014,2013-14,16,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-12-2014,2013-14,15,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-05-2014,2013-14,14,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-29-2014,2013-14,13,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-22-2014,2013-14,12,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-15-2014,2013-14,11,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-08-2014,2013-14,10,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-01-2014,2013-14,9,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-21-2013,2013-14,51,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-07-2013,2013-14,49,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-14-2013,2013-14,50,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-30-2013,2013-14,48,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-23-2013,2013-14,47,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-16-2013,2013-14,46,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-09-2013,2013-14,45,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-02-2013,2013-14,44,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-26-2013,2013-14,43,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-19-2013,2013-14,42,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-12-2013,2013-14,41,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-05-2013,2013-14,40,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-28-2013,2012-13,39,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-21-2013,2012-13,38,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-14-2013,2012-13,37,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-07-2013,2012-13,36,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-31-2013,2012-13,35,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-24-2013,2012-13,34,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-17-2013,2012-13,33,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-10-2013,2012-13,32,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-03-2013,2012-13,31,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-27-2013,2012-13,30,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-20-2013,2012-13,29,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-13-2013,2012-13,28,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-06-2013,2012-13,27,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-29-2013,2012-13,26,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-22-2013,2012-13,25,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-15-2013,2012-13,24,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-08-2013,2012-13,23,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-01-2013,2012-13,22,40.590752,-77.209755
Pennsylvania,1,Minimal,May-25-2013,2012-13,21,40.590752,-77.209755
Pennsylvania,1,Minimal,May-18-2013,2012-13,20,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-27-2013,2012-13,17,40.590752,-77.209755
Pennsylvania,1,Minimal,May-04-2013,2012-13,18,40.590752,-77.209755
Pennsylvania,1,Minimal,May-11-2013,2012-13,19,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-06-2013,2012-13,14,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-13-2013,2012-13,15,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-20-2013,2012-13,16,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-23-2013,2012-13,12,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-30-2013,2012-13,13,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-16-2013,2012-13,11,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-09-2013,2012-13,10,40.590752,-77.209755
Pennsylvania,1,Minimal,Feb-23-2013,2012-13,8,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-02-2013,2012-13,9,40.590752,-77.209755
Pennsylvania,1,Minimal,Feb-09-2013,2012-13,6,40.590752,-77.209755
Pennsylvania,1,Minimal,Feb-02-2013,2012-13,5,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-08-2012,2012-13,49,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-01-2012,2012-13,48,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-17-2012,2012-13,46,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-24-2012,2012-13,47,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-10-2012,2012-13,45,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-03-2012,2012-13,44,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-27-2012,2012-13,43,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-20-2012,2012-13,42,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-13-2012,2012-13,41,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-29-2012,2011-12,39,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-06-2012,2012-13,40,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-15-2012,2011-12,37,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-22-2012,2011-12,38,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-08-2012,2011-12,36,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-01-2012,2011-12,35,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-25-2012,2011-12,34,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-18-2012,2011-12,33,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-11-2012,2011-12,32,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-04-2012,2011-12,31,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-28-2012,2011-12,30,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-21-2012,2011-12,29,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-14-2012,2011-12,28,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-07-2012,2011-12,27,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-30-2012,2011-12,26,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-23-2012,2011-12,25,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-16-2012,2011-12,24,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-09-2012,2011-12,23,40.590752,-77.209755
Pennsylvania,1,Minimal,May-26-2012,2011-12,21,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-02-2012,2011-12,22,40.590752,-77.209755
Pennsylvania,1,Minimal,May-12-2012,2011-12,19,40.590752,-77.209755
Pennsylvania,1,Minimal,May-19-2012,2011-12,20,40.590752,-77.209755
Pennsylvania,1,Minimal,May-05-2012,2011-12,18,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-21-2012,2011-12,16,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-28-2012,2011-12,17,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-14-2012,2011-12,15,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-07-2012,2011-12,14,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-31-2012,2011-12,13,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-24-2012,2011-12,12,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-17-2012,2011-12,11,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-10-2012,2011-12,10,40.590752,-77.209755
Pennsylvania,1,Minimal,Feb-25-2012,2011-12,8,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-03-2012,2011-12,9,40.590752,-77.209755
Pennsylvania,1,Minimal,Feb-18-2012,2011-12,7,40.590752,-77.209755
Pennsylvania,1,Minimal,Feb-04-2012,2011-12,5,40.590752,-77.209755
Pennsylvania,1,Minimal,Feb-11-2012,2011-12,6,40.590752,-77.209755
Pennsylvania,1,Minimal,Jan-28-2012,2011-12,4,40.590752,-77.209755
Pennsylvania,1,Minimal,Jan-14-2012,2011-12,2,40.590752,-77.209755
Pennsylvania,1,Minimal,Jan-21-2012,2011-12,3,40.590752,-77.209755
Pennsylvania,1,Minimal,Jan-07-2012,2011-12,1,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-31-2011,2011-12,52,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-24-2011,2011-12,51,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-17-2011,2011-12,50,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-10-2011,2011-12,49,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-03-2011,2011-12,48,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-26-2011,2011-12,47,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-19-2011,2011-12,46,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-05-2011,2011-12,44,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-12-2011,2011-12,45,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-15-2011,2011-12,41,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-22-2011,2011-12,42,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-29-2011,2011-12,43,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-01-2011,2010-11,39,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-08-2011,2011-12,40,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-24-2011,2010-11,38,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-17-2011,2010-11,37,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-10-2011,2010-11,36,40.590752,-77.209755
Pennsylvania,1,Minimal,Sep-03-2011,2010-11,35,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-27-2011,2010-11,34,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-20-2011,2010-11,33,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-13-2011,2010-11,32,40.590752,-77.209755
Pennsylvania,1,Minimal,Aug-06-2011,2010-11,31,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-30-2011,2010-11,30,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-23-2011,2010-11,29,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-16-2011,2010-11,28,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-09-2011,2010-11,27,40.590752,-77.209755
Pennsylvania,1,Minimal,Jul-02-2011,2010-11,26,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-25-2011,2010-11,25,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-18-2011,2010-11,24,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-11-2011,2010-11,23,40.590752,-77.209755
Pennsylvania,1,Minimal,Jun-04-2011,2010-11,22,40.590752,-77.209755
Pennsylvania,1,Minimal,May-28-2011,2010-11,21,40.590752,-77.209755
Pennsylvania,1,Minimal,May-21-2011,2010-11,20,40.590752,-77.209755
Pennsylvania,1,Minimal,May-14-2011,2010-11,19,40.590752,-77.209755
Pennsylvania,1,Minimal,May-07-2011,2010-11,18,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-30-2011,2010-11,17,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-23-2011,2010-11,16,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-16-2011,2010-11,15,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-02-2011,2010-11,13,40.590752,-77.209755
Pennsylvania,1,Minimal,Apr-09-2011,2010-11,14,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-26-2011,2010-11,12,40.590752,-77.209755
Pennsylvania,1,Minimal,Mar-19-2011,2010-11,11,40.590752,-77.209755
Pennsylvania,1,Minimal,Jan-15-2011,2010-11,2,40.590752,-77.209755
Pennsylvania,1,Minimal,Jan-08-2011,2010-11,1,40.590752,-77.209755
Pennsylvania,1,Minimal,Jan-01-2011,2010-11,52,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-25-2010,2010-11,51,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-18-2010,2010-11,50,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-11-2010,2010-11,49,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-27-2010,2010-11,47,40.590752,-77.209755
Pennsylvania,1,Minimal,Dec-04-2010,2010-11,48,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-20-2010,2010-11,46,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-06-2010,2010-11,44,40.590752,-77.209755
Pennsylvania,1,Minimal,Nov-13-2010,2010-11,45,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-23-2010,2010-11,42,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-30-2010,2010-11,43,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-16-2010,2010-11,41,40.590752,-77.209755
Pennsylvania,1,Minimal,Oct-09-2010,2010-11,40,40.590752,-77.209755
Pennsylvania,2,Minimal,Dec-06-2014,2014-15,49,40.590752,-77.209755
Pennsylvania,2,Minimal,Mar-21-2015,2014-15,11,40.590752,-77.209755
Pennsylvania,2,Minimal,Mar-28-2015,2014-15,12,40.590752,-77.209755
Pennsylvania,2,Minimal,Apr-04-2015,2014-15,13,40.590752,-77.209755
Pennsylvania,2,Minimal,Dec-12-2015,2015-16,49,40.590752,-77.209755
Pennsylvania,2,Minimal,Dec-19-2015,2015-16,50,40.590752,-77.209755
Pennsylvania,2,Minimal,Jan-16-2016,2015-16,2,40.590752,-77.209755
Pennsylvania,2,Minimal,Jan-23-2016,2015-16,3,40.590752,-77.209755
Pennsylvania,2,Minimal,May-07-2016,2015-16,18,40.590752,-77.209755
Pennsylvania,2,Minimal,Jan-22-2011,2010-11,3,40.590752,-77.209755
Pennsylvania,2,Minimal,Mar-12-2011,2010-11,10,40.590752,-77.209755
Pennsylvania,2,Minimal,Dec-15-2012,2012-13,50,40.590752,-77.209755
Pennsylvania,2,Minimal,Feb-16-2013,2012-13,7,40.590752,-77.209755
Pennsylvania,2,Minimal,Feb-22-2014,2013-14,8,40.590752,-77.209755
Pennsylvania,2,Minimal,Feb-15-2014,2013-14,7,40.590752,-77.209755
Pennsylvania,3,Minimal,Apr-30-2016,2015-16,17,40.590752,-77.209755
Pennsylvania,3,Minimal,Apr-23-2016,2015-16,16,40.590752,-77.209755
Pennsylvania,3,Minimal,Apr-16-2016,2015-16,15,40.590752,-77.209755
Pennsylvania,3,Minimal,Apr-09-2016,2015-16,14,40.590752,-77.209755
Pennsylvania,3,Minimal,Feb-20-2016,2015-16,7,40.590752,-77.209755
Pennsylvania,3,Minimal,Feb-13-2016,2015-16,6,40.590752,-77.209755
Pennsylvania,3,Minimal,Feb-06-2016,2015-16,5,40.590752,-77.209755
Pennsylvania,3,Minimal,Jan-30-2016,2015-16,4,40.590752,-77.209755
Pennsylvania,3,Minimal,Jan-09-2016,2015-16,1,40.590752,-77.209755
Pennsylvania,3,Minimal,Dec-26-2015,2015-16,51,40.590752,-77.209755
Pennsylvania,3,Minimal,Feb-28-2015,2014-15,8,40.590752,-77.209755
Pennsylvania,3,Minimal,Nov-29-2014,2014-15,48,40.590752,-77.209755
Pennsylvania,3,Minimal,Jan-05-2013,2012-13,1,40.590752,-77.209755
Pennsylvania,3,Minimal,Mar-05-2011,2010-11,9,40.590752,-77.209755
Pennsylvania,4,Low,Feb-21-2015,2014-15,7,40.590752,-77.209755
Pennsylvania,4,Low,Mar-07-2015,2014-15,9,40.590752,-77.209755
Pennsylvania,4,Low,Jan-02-2016,2015-16,52,40.590752,-77.209755
Pennsylvania,4,Low,Dec-22-2012,2012-13,51,40.590752,-77.209755
Pennsylvania,4,Low,Jan-26-2013,2012-13,4,40.590752,-77.209755
Pennsylvania,4,Low,Jan-11-2014,2013-14,2,40.590752,-77.209755
Pennsylvania,4,Low,Feb-08-2014,2013-14,6,40.590752,-77.209755
Pennsylvania,5,Low,Apr-02-2016,2015-16,13,40.590752,-77.209755
Pennsylvania,5,Low,Feb-27-2016,2015-16,8,40.590752,-77.209755
Pennsylvania,5,Low,Feb-14-2015,2014-15,6,40.590752,-77.209755
Pennsylvania,5,Low,Dec-13-2014,2014-15,50,40.590752,-77.209755
Pennsylvania,5,Low,Feb-01-2014,2013-14,5,40.590752,-77.209755
Pennsylvania,5,Low,Jan-18-2014,2013-14,3,40.590752,-77.209755
Pennsylvania,5,Low,Jan-04-2014,2013-14,1,40.590752,-77.209755
Pennsylvania,5,Low,Dec-28-2013,2013-14,52,40.590752,-77.209755
Pennsylvania,5,Low,Feb-26-2011,2010-11,8,40.590752,-77.209755
Pennsylvania,5,Low,Feb-19-2011,2010-11,7,40.590752,-77.209755
Pennsylvania,6,Moderate,Mar-05-2016,2015-16,9,40.590752,-77.209755
Pennsylvania,6,Moderate,Mar-19-2016,2015-16,11,40.590752,-77.209755
Pennsylvania,6,Moderate,Jan-29-2011,2010-11,4,40.590752,-77.209755
Pennsylvania,6,Moderate,Feb-12-2011,2010-11,6,40.590752,-77.209755
Pennsylvania,6,Moderate,Dec-29-2012,2012-13,52,40.590752,-77.209755
Pennsylvania,6,Moderate,Jan-12-2013,2012-13,2,40.590752,-77.209755
Pennsylvania,6,Moderate,Jan-25-2014,2013-14,4,40.590752,-77.209755
Pennsylvania,7,Moderate,Mar-26-2016,2015-16,12,40.590752,-77.209755
Pennsylvania,8,High,Jan-17-2015,2014-15,2,40.590752,-77.209755
Pennsylvania,8,High,Feb-05-2011,2010-11,5,40.590752,-77.209755
Pennsylvania,8,High,Jan-19-2013,2012-13,3,40.590752,-77.209755
Pennsylvania,9,High,Mar-12-2016,2015-16,10,40.590752,-77.209755
Pennsylvania,9,High,Feb-07-2015,2014-15,5,40.590752,-77.209755
Pennsylvania,9,High,Jan-10-2015,2014-15,1,40.590752,-77.209755
Pennsylvania,9,High,Dec-20-2014,2014-15,51,40.590752,-77.209755
Pennsylvania,10,High,Dec-27-2014,2014-15,52,40.590752,-77.209755
Pennsylvania,10,High,Jan-03-2015,2014-15,53,40.590752,-77.209755
Pennsylvania,10,High,Jan-31-2015,2014-15,4,40.590752,-77.209755
Pennsylvania,10,High,Jan-24-2015,2014-15,3,40.590752,-77.209755
Rhode Island,1,Minimal,Oct-01-2016,2015-16,39,41.680893,-71.51178
Rhode Island,1,Minimal,Sep-24-2016,2015-16,38,41.680893,-71.51178
Rhode Island,1,Minimal,Sep-03-2016,2015-16,35,41.680893,-71.51178
Rhode Island,1,Minimal,Aug-27-2016,2015-16,34,41.680893,-71.51178
Rhode Island,1,Minimal,Aug-20-2016,2015-16,33,41.680893,-71.51178
Rhode Island,1,Minimal,Aug-13-2016,2015-16,32,41.680893,-71.51178
Rhode Island,1,Minimal,Aug-06-2016,2015-16,31,41.680893,-71.51178
Rhode Island,1,Minimal,Jul-30-2016,2015-16,30,41.680893,-71.51178
Rhode Island,1,Minimal,Jul-23-2016,2015-16,29,41.680893,-71.51178
Rhode Island,1,Minimal,Jul-16-2016,2015-16,28,41.680893,-71.51178
Rhode Island,1,Minimal,Jul-09-2016,2015-16,27,41.680893,-71.51178
Rhode Island,1,Minimal,Jul-02-2016,2015-16,26,41.680893,-71.51178
Rhode Island,1,Minimal,Jun-25-2016,2015-16,25,41.680893,-71.51178
Rhode Island,1,Minimal,Jun-18-2016,2015-16,24,41.680893,-71.51178
Rhode Island,1,Minimal,Jun-11-2016,2015-16,23,41.680893,-71.51178
Rhode Island,1,Minimal,Jun-04-2016,2015-16,22,41.680893,-71.51178
Rhode Island,1,Minimal,May-21-2016,2015-16,20,41.680893,-71.51178
Rhode Island,1,Minimal,May-28-2016,2015-16,21,41.680893,-71.51178
Rhode Island,1,Minimal,May-14-2016,2015-16,19,41.680893,-71.51178
Rhode Island,1,Minimal,May-07-2016,2015-16,18,41.680893,-71.51178
Rhode Island,1,Minimal,Apr-23-2016,2015-16,16,41.680893,-71.51178
Rhode Island,1,Minimal,Apr-16-2016,2015-16,15,41.680893,-71.51178
Rhode Island,1,Minimal,Jan-30-2016,2015-16,4,41.680893,-71.51178
Rhode Island,1,Minimal,Jan-23-2016,2015-16,3,41.680893,-71.51178
Rhode Island,1,Minimal,Jan-16-2016,2015-16,2,41.680893,-71.51178
Rhode Island,1,Minimal,Jan-09-2016,2015-16,1,41.680893,-71.51178
Rhode Island,1,Minimal,Jan-02-2016,2015-16,52,41.680893,-71.51178
Rhode Island,1,Minimal,Dec-26-2015,2015-16,51,41.680893,-71.51178
Rhode Island,1,Minimal,Dec-19-2015,2015-16,50,41.680893,-71.51178
Rhode Island,1,Minimal,Dec-12-2015,2015-16,49,41.680893,-71.51178
Rhode Island,1,Minimal,Dec-05-2015,2015-16,48,41.680893,-71.51178
Rhode Island,1,Minimal,Nov-28-2015,2015-16,47,41.680893,-71.51178
Rhode Island,1,Minimal,Nov-21-2015,2015-16,46,41.680893,-71.51178
Rhode Island,1,Minimal,Nov-14-2015,2015-16,45,41.680893,-71.51178
Rhode Island,1,Minimal,Nov-07-2015,2015-16,44,41.680893,-71.51178
Rhode Island,1,Minimal,Oct-24-2015,2015-16,42,41.680893,-71.51178
Rhode Island,1,Minimal,Oct-31-2015,2015-16,43,41.680893,-71.51178
Rhode Island,1,Minimal,Oct-03-2015,2014-15,39,41.680893,-71.51178
Rhode Island,1,Minimal,Oct-17-2015,2015-16,41,41.680893,-71.51178
Rhode Island,1,Minimal,Oct-10-2015,2015-16,40,41.680893,-71.51178
Rhode Island,1,Minimal,Sep-26-2015,2014-15,38,41.680893,-71.51178
Rhode Island,1,Minimal,Sep-19-2015,2014-15,37,41.680893,-71.51178
Rhode Island,1,Minimal,Sep-12-2015,2014-15,36,41.680893,-71.51178
Rhode Island,1,Minimal,Sep-05-2015,2014-15,35,41.680893,-71.51178
Rhode Island,1,Minimal,Aug-29-2015,2014-15,34,41.680893,-71.51178
Rhode Island,1,Minimal,Aug-22-2015,2014-15,33,41.680893,-71.51178
Rhode Island,1,Minimal,Aug-15-2015,2014-15,32,41.680893,-71.51178
Rhode Island,1,Minimal,Aug-08-2015,2014-15,31,41.680893,-71.51178
Rhode Island,1,Minimal,Aug-01-2015,2014-15,30,41.680893,-71.51178
Rhode Island,1,Minimal,Jul-25-2015,2014-15,29,41.680893,-71.51178
Rhode Island,1,Minimal,Jul-18-2015,2014-15,28,41.680893,-71.51178
Rhode Island,1,Minimal,Jul-11-2015,2014-15,27,41.680893,-71.51178
Rhode Island,1,Minimal,Jul-04-2015,2014-15,26,41.680893,-71.51178
Rhode Island,1,Minimal,Jun-27-2015,2014-15,25,41.680893,-71.51178
Rhode Island,1,Minimal,Jun-20-2015,2014-15,24,41.680893,-71.51178
Rhode Island,1,Minimal,Jun-13-2015,2014-15,23,41.680893,-71.51178
Rhode Island,1,Minimal,Jun-06-2015,2014-15,22,41.680893,-71.51178
Rhode Island,1,Minimal,May-30-2015,2014-15,21,41.680893,-71.51178
Rhode Island,1,Minimal,May-23-2015,2014-15,20,41.680893,-71.51178
